2013-03-28,21.480000,21.480000,21.180000,21.230000,21.230000,96500,RXN,1yr
,RXN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-03-30,26.600000,26.850000,26.450001,26.690001,26.690001,850200,RXN,3yr
,RXN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2017-03-28,22.379999,22.910000,22.190001,22.740000,22.740000,884100,RXN,5yr
,RXN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-06-28,40.860001,41.349998,40.209999,40.389999,40.389999,4739000,NOW,1yr
,NOW,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-06-29,75.809998,76.610001,73.459999,73.769997,73.769997,1309300,NOW,3yr
,NOW,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2017-06-28,107.470001,109.129997,106.709999,108.809998,108.809998,2611300,NOW,5yr
,NOW,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-10-10,68.360001,72.300003,68.040001,72.040001,72.040001,193100,SSTK,1yr
,SSTK,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-10-12,33.619999,34.240002,33.400002,34.040001,34.040001,494100,SSTK,3yr
,SSTK,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2017-10-10,33.820000,34.000000,33.529999,33.820000,33.820000,169800,SSTK,5yr
,SSTK,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-04-18,42.419998,42.419998,40.790001,41.020000,41.020000,1040700,SPLK,1yr
,SPLK,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-04-20,63.310001,64.349998,61.900002,63.740002,63.740002,1518500,SPLK,3yr
,SPLK,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2017-04-18,60.060001,61.360001,59.810001,61.099998,61.099998,919600,SPLK,5yr
,SPLK,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-02-12,5.570000,5.680000,5.500000,5.640000,5.640000,377400,SYNC,1yr
,SYNC,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-02-12,2.150000,2.150000,2.090000,2.130000,2.130000,52600,SYNC,3yr
,SYNC,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2017-02-13,3.000000,3.150000,3.000000,3.150000,3.150000,149200,SYNC,5yr
,SYNC,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-04-18,24.600000,24.600000,24.139999,24.240000,23.591368,216400,AL,1yr
,AL,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-08-10,7.800000,7.840000,7.610000,7.750000,7.750000,49500,CARB,1yr
,CARB,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-08-11,10.830000,11.220000,10.700000,10.960000,10.960000,81400,CARB,3yr
,CARB,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-08-10,13.500000,13.570000,13.170000,13.280000,13.280000,375700,CARB,5yr
,CARB,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-03-16,20.969999,20.969999,20.270000,20.459999,20.459999,528000,CSOD,1yr
,CSOD,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-03-17,56.490002,56.869999,55.250000,56.049999,56.049999,438300,CSOD,3yr
,CSOD,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-03-16,30.870001,31.950001,30.840000,31.879999,31.879999,371200,CSOD,5yr
,CSOD,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-04-16,11.990000,12.100000,11.530000,12.060000,12.060000,55300,ELLI,1yr
,ELLI,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-04-14,24.080000,24.750000,23.959999,24.490000,24.490000,334000,ELLI,3yr
,ELLI,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-04-14,90.239998,90.489998,86.680000,86.809998,86.809998,494600,ELLI,5yr
,ELLI,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-11-05,3.870000,4.050000,3.770000,3.900000,3.900000,26650300,GRPN,1yr
,GRPN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-11-03,7.320000,7.660000,7.210000,7.370000,7.370000,31069200,GRPN,3yr
,GRPN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-11-03,3.830000,3.950000,3.830000,3.940000,3.940000,14985200,GRPN,5yr
,GRPN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-11-19,6.990000,7.400000,6.990000,7.380000,7.380000,42500,IMI,1yr
,IMI,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-11-17,2.330000,2.330000,2.230000,2.260000,2.260000,15800,IMI,3yr
,IMI,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-11-17,1.040000,1.040000,1.000000,1.010000,1.010000,130000,IMI,5yr
,IMI,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-01-27,14.290000,14.370000,14.200000,14.260000,14.260000,81900,INXN,1yr
,INXN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-01-27,25.080000,25.110001,24.280001,24.490000,24.490000,235600,INXN,3yr
,INXN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-01-27,28.920000,29.200001,28.639999,28.940001,28.940001,630200,INXN,5yr
,INXN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-03-12,11.700000,11.790000,11.230000,11.340000,11.340000,238700,MX,1yr
,MX,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-03-10,15.160000,15.170000,14.660000,14.790000,14.790000,291200,MX,3yr
,MX,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-03-10,5.530000,5.620000,5.400000,5.530000,5.530000,418000,MX,5yr
,MX,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-02-01,5.550000,5.740000,5.490000,5.580000,5.580000,49900,NPTN,1yr
,NPTN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-02-03,7.290000,7.340000,7.090000,7.250000,7.250000,241500,NPTN,3yr
,NPTN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-02-01,8.830000,8.930000,8.550000,8.820000,8.820000,352000,NPTN,5yr
,NPTN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-05-04,11.900000,11.900000,11.480000,11.750000,11.750000,400400,NQ,1yr
,NQ,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-05-05,11.910000,12.260000,11.550000,11.700000,11.700000,1425500,NQ,3yr
,NQ,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-05-04,5.040000,5.180000,5.030000,5.060000,5.060000,585900,NQ,5yr
,NQ,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-05-03,6.600000,6.650000,6.190000,6.340000,6.340000,7818600,RENN,1yr
,RENN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-05-05,3.250000,3.330000,3.250000,3.320000,3.320000,278300,RENN,3yr
,RENN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-05-03,3.190000,3.240000,3.120000,3.130000,3.130000,257300,RENN,5yr
,RENN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-04-18,2.410000,2.500000,2.330000,2.350000,2.350000,119400,SQNS,1yr
,SQNS,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-10-15,12.590000,12.800000,12.410000,12.580000,12.340456,71500,UBNT,1yr
,UBNT,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-10-13,32.820000,33.099998,31.250000,31.770000,31.599571,1055000,UBNT,3yr
,UBNT,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-10-13,50.000000,50.049999,48.250000,49.470001,49.470001,923200,UBNT,5yr
,UBNT,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-05-23,20.860001,21.030001,20.600000,20.920000,20.920000,1426600,YNDX,1yr
,YNDX,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-05-23,31.000000,32.310001,30.879999,32.209999,32.209999,6143200,YNDX,3yr
,YNDX,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-05-23,19.190001,19.400000,19.040001,19.160000,19.160000,1511400,YNDX,5yr
,YNDX,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-12-17,2.540000,2.550000,2.410000,2.440000,2.440000,18127200,ZNGA,1yr
,ZNGA,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-12-15,2.490000,2.550000,2.420000,2.440000,2.440000,16925000,ZNGA,3yr
,ZNGA,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2016-12-15,2.800000,2.840000,2.780000,2.830000,2.830000,8374700,ZNGA,5yr
,ZNGA,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-04-28,13.630000,13.920000,13.490000,13.760000,13.760000,134600,AOSL,1yr
,AOSL,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-04-29,8.840000,8.840000,8.580000,8.600000,8.600000,47500,AOSL,3yr
,AOSL,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-04-28,8.480000,8.620000,8.360000,8.540000,8.540000,35900,AOSL,5yr
,AOSL,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-11-17,3.930000,5.000000,3.930000,4.240000,4.240000,120800,BITA,1yr
,BITA,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-11-18,32.439999,34.470001,29.219999,30.049999,30.049999,2175500,BITA,3yr
,BITA,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-11-17,28.719999,29.490000,27.600000,27.719999,27.719999,613100,BITA,5yr
,BITA,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-06-15,35.400002,35.709999,34.410000,34.720001,34.720001,2110500,BSFT,1yr
,BSFT,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-06-17,29.559999,30.280001,28.990000,29.139999,29.139999,211900,BSFT,3yr
,BSFT,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-06-15,37.070000,37.470001,36.709999,36.730000,36.730000,200000,BSFT,5yr
,BSFT,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-10-06,18.000000,21.049999,17.850000,20.150000,20.150000,103200,DQ,1yr
,DQ,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-10-07,25.820000,25.820000,23.299999,23.770000,23.770000,138800,DQ,3yr
,DQ,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-10-06,18.309999,19.100000,17.600000,18.150000,18.150000,83400,DQ,5yr
,DQ,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-09-16,3.286000,3.302000,3.190000,3.190000,2.530874,1293000,SFUN,1yr
,SFUN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-09-16,9.140000,9.320000,8.976000,9.040000,8.587488,4457000,SFUN,3yr
,SFUN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-09-16,5.620000,5.980000,5.530000,5.840000,5.840000,5413100,SFUN,5yr
,SFUN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-11-11,10.930000,11.500000,10.890000,11.360000,11.360000,178200,IPHI,1yr
,IPHI,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-11-11,13.680000,13.680000,13.310000,13.450000,13.450000,62900,IPHI,3yr
,IPHI,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-11-11,29.709999,30.700001,29.500000,29.820000,29.820000,494200,IPHI,5yr
,IPHI,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-05-13,28.950001,28.990000,27.590000,28.500000,28.500000,715700,JKS,1yr
,JKS,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-05-13,7.100000,7.860000,7.100000,7.330000,7.330000,999900,JKS,3yr
,JKS,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-05-13,29.100000,29.850000,28.959999,29.299999,29.299999,879400,JKS,5yr
,JKS,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-03-23,8.060000,8.110000,7.930000,8.110000,8.110000,111500,MXL,1yr
,MXL,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-03-25,6.200000,6.280000,5.950000,6.120000,6.120000,26900,MXL,3yr
,MXL,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-03-23,8.220000,8.400000,8.220000,8.310000,8.310000,78000,MXL,5yr
,MXL,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-08-05,17.170000,17.820000,14.690000,14.920000,14.920000,4395500,NXPI,1yr
,NXPI,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-08-05,35.840000,36.270000,35.470001,35.779999,35.779999,2028700,NXPI,3yr
,NXPI,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-08-05,95.279999,97.790001,95.010002,97.019997,97.019997,2900000,NXPI,5yr
,NXPI,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-08-11,23.520000,24.690001,23.309999,24.340000,24.340000,294500,RP,1yr
,RP,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-08-12,21.030001,21.400000,20.719999,20.820000,20.820000,476400,RP,3yr
,RP,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-08-11,18.629999,19.400000,18.629999,18.959999,18.959999,261700,RP,5yr
,RP,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-12-08,29.900000,30.000000,29.200001,29.400000,29.400000,3700,LEDS,1yr
,LEDS,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-12-09,9.700000,10.300000,9.500000,10.000000,10.000000,6400,LEDS,3yr
,LEDS,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-12-08,4.500000,4.500000,4.200000,4.300000,4.300000,6000,LEDS,5yr
,LEDS,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-01-03,20.080000,20.400000,20.000000,20.400000,20.400000,3400,SGOC,1yr
,SGOC,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-01-03,4.600000,4.800000,4.480000,4.520000,4.520000,10200,SGOC,3yr
,SGOC,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-01-05,3.000000,3.120000,2.720000,3.000000,3.000000,181500,SGOC,5yr
,SGOC,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-04-21,14.340000,14.780000,14.010000,14.780000,14.780000,27500,SPSC,1yr
,SPSC,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-04-22,41.180000,41.529999,40.220001,40.750000,40.750000,41600,SPSC,3yr
,SPSC,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-04-21,67.349998,67.980003,67.139999,67.459999,67.459999,45000,SPSC,5yr
,SPSC,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-03-30,10.020000,10.275000,9.990000,10.215000,9.880367,90800,SSNC,1yr
,SSNC,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-04-01,14.970000,15.050000,14.595000,14.775000,14.290985,819600,SSNC,3yr
,SSNC,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-03-30,30.865000,31.605000,30.865000,31.295000,30.468578,169400,SSNC,5yr
,SSNC,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-09-30,6.850000,7.320000,6.850000,7.110000,7.110000,441600,KEYW,1yr
,KEYW,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-09-30,13.420000,13.530000,13.300000,13.450000,13.450000,124400,KEYW,3yr
,KEYW,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2015-09-30,6.140000,6.470000,5.960000,6.150000,6.150000,382700,KEYW,5yr
,KEYW,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-08-05,22.110001,22.750000,22.110001,22.740000,20.375580,463900,AVGO,1yr
,AVGO,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-08-06,37.189999,37.439999,37.000000,37.070000,33.988209,1130300,AVGO,3yr
,AVGO,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-08-05,70.820000,71.419998,69.839996,70.120003,66.884201,1538800,AVGO,5yr
,AVGO,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-11-17,15.590000,15.795000,15.280000,15.640000,15.640000,1320600,FTNT,1yr
,FTNT,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-11-19,18.580000,18.700001,18.240000,18.600000,18.600000,2321300,FTNT,3yr
,FTNT,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-11-17,27.100000,27.170000,26.850000,26.889999,26.889999,836700,FTNT,5yr
,FTNT,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-06-30,26.750000,27.670000,26.190001,26.230000,25.641722,119900,LOGM,1yr
,LOGM,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-07-02,30.440001,30.879999,30.290001,30.500000,29.815958,246900,LOGM,3yr
,LOGM,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-06-30,45.990002,46.700001,45.990002,46.619999,45.574425,410300,LOGM,5yr
,LOGM,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-06-24,7.665000,7.970000,7.650000,7.945000,7.945000,481400,MDSO,1yr
,MDSO,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-06-25,14.875000,15.040000,14.705000,14.995000,14.995000,146000,MDSO,3yr
,MDSO,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-06-24,42.340000,43.389999,41.910000,41.980000,41.980000,508600,MDSO,5yr
,MDSO,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-04-15,26.000000,26.740000,25.580000,26.650000,26.650000,277200,RST,1yr
,RST,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-04-16,9.660000,9.810000,9.500000,9.750000,9.750000,74200,RST,3yr
,RST,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-04-15,10.990000,11.170000,10.860000,11.010000,11.010000,188500,RST,5yr
,RST,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-10-06,27.670000,28.010000,27.540001,27.920000,27.920000,359400,VRSK,1yr
,VRSK,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-10-08,47.939999,48.419998,47.810001,48.340000,48.340000,402000,VRSK,3yr
,VRSK,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2014-10-06,60.389999,60.820000,60.310001,60.459999,60.459999,431900,VRSK,5yr
,VRSK,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2009-07-01,7.100000,7.230000,6.970000,7.130000,7.130000,243600,ERII,1yr
,ERII,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-07-01,3.270000,3.300000,3.220000,3.300000,3.300000,202800,ERII,3yr
,ERII,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-07-01,4.130000,4.290000,4.010000,4.210000,4.210000,106400,ERII,5yr
,ERII,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2009-01-28,3.700000,3.950000,3.640000,3.850000,3.850000,1222200,SOL,1yr
,SOL,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-01-28,10.670000,10.800000,10.100000,10.180000,10.180000,4319300,SOL,3yr
,SOL,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2013-01-28,2.090000,2.110000,2.000000,2.090000,2.090000,649800,SOL,5yr
,SOL,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-05-01,20.450001,21.200001,20.120001,20.980000,20.980000,485100,CAVM,1yr
,CAVM,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-05-03,27.430000,28.030001,27.139999,27.770000,27.770000,809200,CAVM,3yr
,CAVM,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-05-01,28.879999,30.280001,28.879999,29.750000,29.750000,2060200,CAVM,5yr
,CAVM,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-03-28,2.770000,2.770000,2.720000,2.760000,2.760000,11600,GSIT,1yr
,GSIT,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-03-29,4.690000,4.740000,4.680000,4.700000,4.700000,8200,GSIT,3yr
,GSIT,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-03-28,4.290000,4.290000,4.260000,4.270000,4.270000,37100,GSIT,5yr
,GSIT,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-02-07,14.360000,14.830000,13.840000,14.770000,14.770000,255700,MLNX,1yr
,MLNX,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-02-08,18.110001,18.500000,17.959999,18.070000,18.070000,145400,MLNX,3yr
,MLNX,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-02-07,37.220001,37.250000,36.610001,36.980000,36.980000,123700,MLNX,5yr
,MLNX,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-07-24,13.100000,13.120000,12.380000,12.690000,11.728075,239800,TYPE,1yr
,TYPE,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-07-26,8.460000,8.510000,8.350000,8.400000,7.763265,527400,TYPE,3yr
,TYPE,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-07-24,12.590000,12.710000,12.150000,12.660000,11.700348,161700,TYPE,5yr
,TYPE,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-07-25,11.760000,12.190000,11.630000,12.000000,12.000000,78400,PRO,1yr
,PRO,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-07-26,7.760000,7.810000,7.640000,7.790000,7.790000,65900,PRO,3yr
,PRO,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-07-25,13.390000,13.880000,13.390000,13.790000,13.790000,40100,PRO,5yr
,PRO,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-11-17,3.590000,3.910000,3.500000,3.810000,3.810000,84600,RBCN,1yr
,RBCN,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-11-15,21.250000,21.639999,21.000000,21.000000,21.000000,548800,RBCN,3yr
,RBCN,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-11-15,6.280000,6.370000,6.040000,6.050000,6.050000,336500,RBCN,5yr
,RBCN,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-03-28,8.510000,8.510000,8.250000,8.300000,8.300000,45700,SMCI,1yr
,SMCI,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-03-29,16.780001,17.129999,16.709999,17.049999,17.049999,173600,SMCI,3yr
,SMCI,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-03-28,17.500000,17.580000,17.139999,17.299999,17.299999,59300,SMCI,5yr
,SMCI,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-10-09,9.940000,10.230000,8.760000,8.760000,5.464097,63400,TGH,1yr
,TGH,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-10-11,27.370001,27.420000,27.150000,27.250000,19.542463,104000,TGH,3yr
,TGH,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-10-09,31.969999,32.000000,31.299999,31.379999,24.559824,115900,TGH,5yr
,TGH,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-08-04,6.970000,7.320000,6.850000,7.210000,7.210000,144900,VRTU,1yr
,VRTU,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-08-02,10.760000,10.850000,10.110000,10.250000,10.250000,77000,VRTU,3yr
,VRTU,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-08-02,14.160000,14.700000,14.160000,14.310000,14.310000,50200,VRTU,5yr
,VRTU,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-08-14,36.290001,36.500000,35.220001,36.380001,36.380001,997900,VMW,1yr
,VMW,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-08-16,76.889999,77.500000,76.320000,77.160004,77.160004,2143000,VMW,3yr
,VMW,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-08-14,97.000000,97.040001,93.809998,94.070000,94.070000,1231200,VMW,5yr
,VMW,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2008-06-09,193.300003,196.000000,178.300003,184.000000,184.000000,422900,YGE,1yr
,YGE,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2010-06-07,88.900002,90.300003,83.800003,84.099998,84.099998,258400,YGE,3yr
,YGE,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2012-06-07,27.000000,27.900000,26.000000,26.100000,26.100000,180600,YGE,5yr
,YGE,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2007-11-20,20.440001,21.690001,20.410000,21.200001,21.200001,337700,AER,1yr
,AER,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2009-11-20,8.420000,8.440000,8.260000,8.360000,8.360000,79200,AER,3yr
,AER,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-11-21,10.220000,10.290000,9.920000,10.190000,10.190000,444900,AER,5yr
,AER,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2007-08-07,31.870001,32.020000,31.410000,31.740000,18.282183,536400,AYR,1yr
,AYR,1yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2009-08-07,7.960000,9.750000,7.910000,9.630000,6.586948,1098200,AYR,3yr
,AYR,3yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
2011-08-08,10.740000,10.920000,9.900000,9.940000,7.381552,1121900,AYR,5yr
,AYR,5yr
Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Period
